Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,RainToday,RainTomorrow,RainfallTomorrow,WindDir,WindSpeed,Humidity,Pressure,Cloud,Año,Mes,Dia
2010-11-28,Sydney,20.35,23.25,0.0,10.8,0.0,No,Yes,5.8,NE,22.0,68.5,1010.55,,2010,11,28
2010-11-29,Sydney,17.4,21.15,5.8,3.4,0.0,Yes,Yes,5.6,SSW,38.0,81.0,1013.25,,2010,11,29
2010-11-30,Sydney,16.85,20.9,5.6,1.8,0.9,Yes,Yes,27.6,S,24.0,92.5,1015.45,8.0,2010,11,30
2010-12-01,Sydney,18.049999999999997,20.0,27.6,3.4,0.0,Yes,Yes,21.0,E,30.666666666666668,91.5,1015.8499999999999,8.0,2010,12,1
2010-12-02,Sydney,19.3,23.5,21.0,1.8,5.4,Yes,No,0.2,ENE,27.666666666666668,84.5,1016.95,7.5,2010,12,2
2010-12-03,Sydney,21.75,23.799999999999997,0.2,5.2,8.7,No,No,0.0,E,28.0,72.0,1016.0,4.0,2010,12,3
2010-12-04,Sydney,20.25,22.35,0.0,7.4,1.6,No,Yes,1.4,E,18.666666666666668,82.0,1011.6,,2010,12,4
2010-12-05,Sydney,19.5,25.1,1.4,4.4,8.0,Yes,No,1.0,E,17.666666666666668,,,,2010,12,5
2010-12-06,Sydney,22.0,25.6,1.0,5.8,11.4,No,No,0.0,ESE,18.0,70.5,1013.75,5.0,2010,12,6
2010-12-07,Sydney,22.25,25.7,0.0,8.0,13.2,No,No,0.0,ENE,28.666666666666668,68.0,1015.95,4.5,2010,12,7
2010-12-08,Sydney,22.8,26.0,0.0,7.6,12.2,No,No,0.0,NE,35.333333333333336,67.5,1014.6,4.0,2010,12,8
2010-12-09,Sydney,22.7,29.5,0.0,10.4,2.6,No,No,0.0,N,17.666666666666668,71.0,1009.5,7.5,2010,12,9
2010-12-10,Sydney,23.200000000000003,26.8,0.0,4.8,4.3,No,No,0.0,E,30.333333333333332,73.0,1007.7,7.5,2010,12,10
2010-12-11,Sydney,19.7,25.15,0.0,6.8,13.4,No,No,0.0,ENE,24.666666666666668,51.0,1005.5,,2010,12,11
2010-12-12,Sydney,21.3,28.450000000000003,0.0,9.2,13.3,No,No,0.0,ENE,26.666666666666668,43.5,1003.85,,2010,12,12
2010-12-13,Sydney,20.55,25.9,0.0,10.2,12.8,No,No,0.0,SSW,27.666666666666668,56.5,1013.1,1.5,2010,12,13
2010-12-14,Sydney,21.7,26.0,0.0,8.2,11.6,No,No,0.0,ESE,23.666666666666668,69.0,1016.1,6.0,2010,12,14
2010-12-15,Sydney,22.0,25.15,0.0,6.0,10.7,No,No,0.0,E,26.0,70.0,1008.75,4.0,2010,12,15
2010-12-16,Sydney,23.2,23.5,0.0,7.6,3.9,No,Yes,7.6,ENE,20.666666666666668,81.5,1004.9,6.5,2010,12,16
2010-12-17,Sydney,19.25,24.7,7.6,5.8,3.8,Yes,No,0.0,ESE,17.666666666666668,73.0,1004.6,7.0,2010,12,17
2010-12-18,Sydney,20.15,25.45,0.0,7.8,4.1,No,No,0.0,NW,35.666666666666664,50.5,1001.35,,2010,12,18
2010-12-19,Sydney,19.15,26.85,0.0,5.0,5.0,No,Yes,4.8,N,37.666666666666664,56.5,999.55,,2010,12,19
2010-12-20,Sydney,15.0,21.5,4.8,9.2,11.6,Yes,No,0.0,W,51.333333333333336,37.0,999.1500000000001,1.5,2010,12,20
2010-12-21,Sydney,18.35,27.450000000000003,0.0,8.4,13.5,No,No,0.0,WNW,32.666666666666664,31.0,1008.3,1.0,2010,12,21
2010-12-22,Sydney,19.85,25.45,0.0,9.2,12.7,No,No,0.0,SE,28.666666666666668,66.0,1018.05,5.0,2010,12,22
2010-12-23,Sydney,20.25,26.6,0.0,8.4,7.5,No,No,0.0,E,29.0,64.5,1017.3,5.5,2010,12,23
2010-12-24,Sydney,19.25,23.85,0.0,8.0,8.0,No,No,0.0,ESE,27.333333333333332,56.0,1024.9,,2010,12,24
2010-12-25,Sydney,18.75,25.9,0.0,7.0,12.5,No,No,0.8,ENE,20.666666666666668,65.0,1014.3,,2010,12,25
2010-12-26,Sydney,20.950000000000003,30.0,0.8,8.0,3.5,No,Yes,17.0,SSE,37.0,72.0,1003.8499999999999,,2010,12,26
2010-12-27,Sydney,18.45,19.4,17.0,11.8,0.3,Yes,Yes,1.8,SSE,33.333333333333336,83.0,1005.65,,2010,12,27
2010-12-28,Sydney,17.2,20.95,1.8,5.4,2.5,Yes,No,0.0,SSE,23.0,54.5,1019.0,,2010,12,28
2010-12-29,Sydney,19.200000000000003,24.4,0.0,5.2,12.7,No,No,0.0,NE,26.666666666666668,61.0,1016.65,,2010,12,29
2010-12-30,Sydney,22.35,25.65,0.0,8.6,13.1,No,No,0.0,E,19.0,63.5,1015.95,,2010,12,30
2010-12-31,Sydney,22.7,26.799999999999997,0.0,8.8,11.7,No,No,0.0,ENE,27.0,71.5,1014.95,,2010,12,31
2011-01-01,Sydney,23.0,28.05,0.0,10.0,10.8,No,No,0.0,E,24.0,63.5,1011.6500000000001,,2011,1,1
2011-01-02,Sydney,22.7,27.3,0.0,10.6,8.6,No,Yes,5.6,S,29.0,67.0,1011.3499999999999,,2011,1,2
2011-01-03,Sydney,19.4,20.25,5.6,7.2,0.1,Yes,Yes,3.0,S,29.0,82.5,1014.2,,2011,1,3
2011-01-04,Sydney,18.700000000000003,22.200000000000003,3.0,5.0,1.9,Yes,No,0.0,SE,24.666666666666668,67.0,1012.85,,2011,1,4
2011-01-05,Sydney,19.15,23.2,0.0,5.4,7.2,No,No,0.0,E,17.333333333333332,60.5,1006.9,,2011,1,5
2011-01-06,Sydney,21.05,25.85,0.0,5.2,12.3,No,Yes,7.6,S,26.0,64.5,1010.95,,2011,1,6
2011-01-07,Sydney,21.0,26.5,7.6,6.4,4.8,Yes,Yes,6.6,E,19.666666666666668,77.5,1013.3,,2011,1,7
2011-01-08,Sydney,22.8,26.549999999999997,6.6,5.2,10.3,Yes,Yes,9.4,ENE,20.666666666666668,65.0,1012.95,,2011,1,8
2011-01-09,Sydney,23.0,26.8,9.4,4.6,7.5,Yes,Yes,5.4,E,28.666666666666668,74.5,1014.3499999999999,,2011,1,9
2011-01-10,Sydney,22.8,26.1,5.4,7.0,6.6,Yes,No,0.4,E,31.333333333333332,72.5,1015.55,,2011,1,10
2011-01-11,Sydney,23.05,24.75,0.4,6.6,0.8,No,Yes,1.6,E,28.0,75.0,1013.3,,2011,1,11
2011-01-12,Sydney,23.75,27.15,1.6,4.4,5.6,Yes,No,0.2,NE,31.666666666666668,75.0,1011.95,,2011,1,12
2011-01-13,Sydney,24.15,25.75,0.2,10.6,1.9,No,No,0.2,ENE,29.0,70.0,1014.15,,2011,1,13
2011-01-14,Sydney,24.15,27.75,0.2,4.6,9.8,No,No,0.6,NNE,33.666666666666664,54.5,1010.8499999999999,,2011,1,14
2011-01-15,Sydney,22.3,30.0,0.6,11.4,1.6,No,No,0.2,ENE,17.666666666666668,74.0,1008.2,,2011,1,15
2011-01-16,Sydney,22.6,28.05,0.2,4.2,7.9,No,No,0.0,ESE,18.666666666666668,75.5,1008.8,,2011,1,16
2011-01-17,Sydney,23.6,28.05,0.0,8.8,9.6,No,No,0.0,E,29.666666666666668,66.5,1002.15,,2011,1,17
2011-01-18,Sydney,21.2,25.450000000000003,0.0,8.0,7.3,No,Yes,7.2,E,21.333333333333332,62.5,1007.4,,2011,1,18
2011-01-19,Sydney,20.450000000000003,24.95,7.2,5.6,3.6,Yes,No,0.2,E,27.0,78.0,1009.55,,2011,1,19
2011-01-20,Sydney,23.15,26.8,0.2,5.8,12.3,No,Yes,5.6,E,27.666666666666668,58.5,1013.45,,2011,1,20
2011-01-21,Sydney,22.9,26.6,5.6,8.2,12.4,Yes,No,0.0,ENE,24.333333333333332,63.0,1014.1500000000001,,2011,1,21
2011-01-22,Sydney,22.75,27.549999999999997,0.0,10.2,11.7,No,No,0.0,E,23.333333333333332,59.5,1015.75,,2011,1,22
2011-01-23,Sydney,23.299999999999997,27.200000000000003,0.0,11.0,10.2,No,No,0.0,NNE,32.666666666666664,57.0,1010.6500000000001,,2011,1,23
2011-01-24,Sydney,23.8,33.9,0.0,10.8,7.5,No,No,0.0,NNE,35.333333333333336,46.0,1002.75,,2011,1,24
2011-01-25,Sydney,23.0,27.85,0.0,10.6,10.2,No,No,0.0,ENE,24.666666666666668,67.0,1007.45,,2011,1,25
2011-01-26,Sydney,24.35,29.549999999999997,0.0,7.0,9.3,No,No,0.0,E,24.0,79.0,1010.85,,2011,1,26
2011-01-27,Sydney,23.8,27.85,0.0,7.2,6.3,No,No,0.0,S,23.0,75.0,1012.3,,2011,1,27
2011-01-28,Sydney,22.8,24.200000000000003,0.0,7.2,4.3,No,No,0.0,SSE,28.333333333333332,64.5,1019.05,,2011,1,28
2011-01-29,Sydney,20.25,24.8,0.0,7.8,8.2,No,No,0.0,ENE,24.666666666666668,62.0,1021.45,,2011,1,29
2011-01-30,Sydney,20.450000000000003,27.85,0.0,8.4,12.8,No,No,0.0,ENE,27.333333333333332,60.0,1018.25,,2011,1,30
2011-01-31,Sydney,24.15,30.8,0.0,9.2,12.8,No,No,0.0,ENE,17.333333333333332,60.5,1013.4,,2011,1,31
2011-02-01,Sydney,24.4,32.65,0.0,12.0,12.3,No,No,0.0,NE,20.333333333333332,57.0,1009.0999999999999,,2011,2,1
2011-02-02,Sydney,27.4,29.799999999999997,0.0,12.8,11.0,No,No,0.0,E,22.666666666666668,64.5,1014.0,,2011,2,2
2011-02-03,Sydney,27.85,35.55,0.0,10.2,5.7,No,No,0.0,SSW,35.0,56.0,1010.45,,2011,2,3
2011-02-04,Sydney,25.65,30.75,0.0,5.2,6.8,No,No,0.0,ENE,26.0,72.5,1012.9000000000001,,2011,2,4
2011-02-05,Sydney,28.950000000000003,41.2,0.0,8.4,12.4,No,No,0.0,NNW,37.666666666666664,34.0,1008.3,,2011,2,5
2011-02-06,Sydney,28.15,29.200000000000003,0.0,16.6,2.6,No,No,0.2,S,36.666666666666664,66.5,1014.4000000000001,,2011,2,6
2011-02-07,Sydney,18.35,22.8,0.2,6.8,0.0,No,No,0.2,S,22.333333333333332,61.0,1022.25,,2011,2,7
2011-02-08,Sydney,19.95,24.75,0.2,4.8,3.9,No,No,0.4,ESE,19.333333333333332,59.5,1019.05,,2011,2,8
2011-02-09,Sydney,19.950000000000003,23.05,0.4,5.2,6.0,No,No,0.0,E,19.0,76.0,1024.05,,2011,2,9
2011-02-10,Sydney,20.85,25.0,0.0,7.2,4.7,No,No,0.2,E,24.0,77.5,1021.8499999999999,,2011,2,10
2011-02-11,Sydney,23.15,28.75,0.2,5.0,8.0,No,Yes,1.4,ENE,19.666666666666668,61.5,1013.7,,2011,2,11
2011-02-12,Sydney,22.7,22.65,1.4,8.6,0.0,Yes,Yes,9.6,S,36.0,81.5,1015.55,,2011,2,12
2011-02-13,Sydney,20.5,22.05,9.6,2.4,0.0,Yes,No,0.4,S,30.333333333333332,85.5,1017.95,,2011,2,13
2011-02-14,Sydney,21.25,23.9,0.4,4.0,0.1,No,No,0.0,SE,26.666666666666668,59.0,1023.5,,2011,2,14
2011-02-15,Sydney,19.5,24.5,0.0,6.6,3.0,No,Yes,2.2,ESE,20.0,69.0,1022.85,,2011,2,15
2011-02-16,Sydney,20.35,26.2,2.2,3.6,3.9,Yes,No,0.0,E,20.666666666666668,72.5,1018.0,,2011,2,16
2011-02-17,Sydney,22.65,27.75,0.0,6.4,8.3,No,No,0.0,E,19.0,73.5,1012.45,,2011,2,17
2011-02-18,Sydney,23.05,27.3,0.0,5.0,3.8,No,No,0.0,S,25.333333333333332,76.5,1014.35,,2011,2,18
2011-02-19,Sydney,23.75,29.25,0.0,4.4,7.8,No,No,0.0,NNE,29.0,73.0,1008.75,,2011,2,19
2011-02-20,Sydney,27.55,32.6,0.0,7.2,9.5,No,No,0.0,E,15.666666666666666,55.0,1006.05,,2011,2,20
2011-02-21,Sydney,20.45,24.65,0.0,8.2,4.3,No,No,0.4,S,34.0,72.0,1012.55,,2011,2,21
2011-02-22,Sydney,19.75,20.45,0.4,9.0,3.2,No,Yes,1.8,SSE,32.666666666666664,67.5,1022.1,,2011,2,22
2011-02-23,Sydney,18.15,26.35,1.8,4.2,7.3,Yes,No,0.4,SSE,22.0,61.0,1022.2,,2011,2,23
2011-02-24,Sydney,18.450000000000003,25.5,0.4,5.0,12.0,No,No,0.0,E,24.666666666666668,60.0,1017.95,,2011,2,24
2011-02-25,Sydney,19.55,27.55,0.0,7.4,7.6,No,No,0.0,E,19.0,58.0,1013.35,,2011,2,25
2011-02-26,Sydney,22.299999999999997,27.0,0.0,7.6,11.1,No,No,0.0,E,23.666666666666668,72.5,1011.0,,2011,2,26
2011-02-27,Sydney,21.3,28.6,0.0,8.0,1.4,No,No,0.8,SSW,20.0,68.5,1007.9,,2011,2,27
2011-02-28,Sydney,22.45,27.450000000000003,0.8,5.0,2.4,No,No,0.6,ENE,28.333333333333332,74.0,1008.8499999999999,,2011,2,28
2011-03-01,Sydney,25.75,33.05,0.6,4.4,1.9,No,No,0.0,SSE,26.666666666666668,46.0,1002.75,,2011,3,1
2011-03-02,Sydney,19.95,21.5,0.0,9.2,0.0,No,No,0.0,E,24.333333333333332,58.5,1016.05,,2011,3,2
2011-03-03,Sydney,19.15,30.6,0.0,2.2,10.5,No,No,0.0,ESE,27.0,56.0,1008.1,,2011,3,3
2011-03-04,Sydney,20.8,25.6,0.0,8.0,9.4,No,No,0.2,E,26.333333333333332,67.5,1010.75,,2011,3,4
2011-03-05,Sydney,18.4,22.7,0.2,8.2,0.6,No,No,0.2,ESE,31.0,60.0,1023.0,,2011,3,5
2011-03-06,Sydney,19.5,22.9,0.2,8.2,2.9,No,No,0.0,E,23.666666666666668,46.0,1026.6,,2011,3,6
2011-03-07,Sydney,18.65,24.1,0.0,4.8,10.1,No,No,0.2,E,20.666666666666668,57.5,1023.5,,2011,3,7
2011-03-08,Sydney,19.4,25.5,0.2,6.8,10.4,No,No,0.0,NE,28.333333333333332,65.5,1017.75,,2011,3,8
2011-03-09,Sydney,21.25,30.700000000000003,0.0,8.0,2.3,No,No,0.0,NW,15.666666666666666,57.5,1014.1500000000001,,2011,3,9
2011-03-10,Sydney,22.8,26.299999999999997,0.0,6.2,0.0,No,No,0.0,ENE,13.0,69.0,1012.65,,2011,3,10
2011-03-11,Sydney,22.6,26.0,0.0,3.6,1.8,No,No,1.0,ESE,16.0,81.0,1015.65,,2011,3,11
2011-03-12,Sydney,21.950000000000003,27.1,1.0,3.2,9.8,No,No,0.2,E,12.0,75.5,1020.0,,2011,3,12
2011-03-13,Sydney,23.15,27.45,0.2,6.4,10.7,No,No,0.0,N,15.5,68.0,1019.85,,2011,3,13
2011-03-14,Sydney,22.8,24.9,0.0,8.0,3.2,No,No,0.8,S,33.666666666666664,77.5,1020.0,,2011,3,14
2011-03-15,Sydney,19.25,24.5,0.8,4.0,3.4,No,No,0.0,SE,18.666666666666668,72.0,1019.8,,2011,3,15
2011-03-16,Sydney,20.8,26.8,0.0,3.2,7.7,No,Yes,5.6,ESE,21.333333333333332,71.0,1017.0,,2011,3,16
2011-03-17,Sydney,20.85,26.3,5.6,5.8,5.9,Yes,No,0.0,S,21.666666666666668,75.5,1018.2,,2011,3,17
2011-03-18,Sydney,20.55,25.0,0.0,5.4,0.9,No,Yes,10.4,ESE,26.0,74.0,1014.6,,2011,3,18
2011-03-19,Sydney,20.299999999999997,23.45,10.4,5.2,0.9,Yes,Yes,99.4,ESE,31.333333333333332,85.0,1012.95,,2011,3,19
2011-03-20,Sydney,19.1,22.85,99.4,,3.3,Yes,Yes,20.8,ESE,40.0,86.5,1011.25,,2011,3,20
2011-03-21,Sydney,20.4,24.4,20.8,5.2,2.6,Yes,Yes,27.8,E,34.0,88.5,1004.95,,2011,3,21
2011-03-22,Sydney,21.35,26.799999999999997,27.8,1.6,10.2,Yes,No,0.8,ENE,17.666666666666668,84.0,1000.3499999999999,,2011,3,22
2011-03-23,Sydney,21.2,30.200000000000003,0.8,5.8,11.0,No,No,0.2,W,23.666666666666668,58.0,1001.5,,2011,3,23
2011-03-24,Sydney,19.85,26.700000000000003,0.2,8.6,10.8,No,No,0.0,WNW,40.0,43.0,1004.1,,2011,3,24
2011-03-25,Sydney,19.1,25.75,0.0,8.8,8.0,No,No,0.0,W,29.0,46.0,1008.25,,2011,3,25
2011-03-26,Sydney,18.049999999999997,19.6,0.0,5.2,0.4,No,Yes,5.0,S,34.666666666666664,74.0,1019.6500000000001,,2011,3,26
2011-03-27,Sydney,16.35,19.45,5.0,5.4,2.5,Yes,Yes,5.8,SSE,25.666666666666668,88.0,1024.55,,2011,3,27
2011-03-28,Sydney,16.5,23.85,5.8,1.6,3.2,Yes,Yes,10.8,E,21.0,75.0,1026.1,,2011,3,28
2011-03-29,Sydney,18.25,24.55,10.8,1.8,8.3,Yes,No,0.0,NE,23.666666666666668,76.5,1024.05,,2011,3,29
2011-03-30,Sydney,19.15,26.85,0.0,6.6,9.2,No,Yes,1.8,E,23.666666666666668,69.5,1018.0,,2011,3,30
2011-03-31,Sydney,20.200000000000003,21.1,1.8,5.2,0.5,Yes,Yes,3.6,SSE,28.333333333333332,73.0,1022.8,,2011,3,31
2011-05-01,Sydney,15.700000000000001,22.25,3.6,0.8,8.8,Yes,No,0.0,S,20.0,70.5,1017.4,,2011,5,1
2011-05-02,Sydney,13.600000000000001,18.25,0.0,3.8,0.5,No,No,0.6,W,21.333333333333332,81.0,1015.6500000000001,,2011,5,2
2011-05-03,Sydney,14.5,18.5,0.6,2.4,0.0,No,No,0.4,S,25.333333333333332,78.0,1014.35,,2011,5,3
2011-05-04,Sydney,14.1,21.25,0.4,0.2,9.1,No,No,0.2,S,22.0,63.0,1016.0,,2011,5,4
2011-05-05,Sydney,13.95,19.15,0.2,4.6,7.4,No,No,0.0,SSW,33.333333333333336,57.0,1021.2,,2011,5,5
2011-05-06,Sydney,11.6,19.0,0.0,4.4,8.7,No,No,0.0,S,23.0,58.5,1022.15,,2011,5,6
2011-05-07,Sydney,10.9,20.200000000000003,0.0,4.6,10.0,No,No,0.0,W,22.0,63.5,1017.35,,2011,5,7
2011-05-08,Sydney,10.899999999999999,21.8,0.0,1.6,10.1,No,No,0.0,SW,20.666666666666668,55.0,1012.2,,2011,5,8
2011-05-09,Sydney,12.5,17.299999999999997,0.0,3.8,6.9,No,Yes,4.4,SSW,26.5,63.0,1014.1,,2011,5,9
2011-05-10,Sydney,10.95,17.8,4.4,3.4,9.1,Yes,No,0.2,S,30.666666666666668,53.5,1014.35,,2011,5,10
2011-05-11,Sydney,9.75,15.6,0.2,3.8,3.9,No,No,0.0,W,31.0,50.5,1007.8,,2011,5,11
2011-05-12,Sydney,9.2,16.45,0.0,2.2,10.2,No,No,0.0,WSW,31.0,39.0,1010.0,,2011,5,12
2011-05-13,Sydney,11.350000000000001,20.4,0.0,4.0,9.3,No,No,0.0,W,24.666666666666668,54.5,1010.05,,2011,5,13
2011-05-14,Sydney,11.25,17.049999999999997,0.0,3.4,10.0,No,No,0.0,WSW,33.333333333333336,41.5,1016.8,,2011,5,14
2011-05-15,Sydney,8.6,19.1,0.0,4.8,9.8,No,No,0.0,W,25.333333333333332,47.0,1027.85,,2011,5,15
2011-05-16,Sydney,8.45,18.55,0.0,5.0,10.2,No,No,0.0,W,20.0,58.5,1028.15,,2011,5,16
2011-05-17,Sydney,8.95,19.549999999999997,0.0,2.2,9.9,No,No,0.0,W,23.0,65.5,1029.3,,2011,5,17
2011-05-18,Sydney,10.05,20.1,0.0,2.8,9.3,No,Yes,2.6,W,18.666666666666668,66.0,1031.1,,2011,5,18
2011-05-19,Sydney,12.65,19.9,2.6,1.8,6.8,Yes,No,0.0,ENE,19.333333333333332,76.5,1029.85,,2011,5,19
2011-05-20,Sydney,12.05,20.5,0.0,3.8,9.4,No,No,0.0,E,15.333333333333334,80.0,1026.35,,2011,5,20
2011-05-21,Sydney,12.899999999999999,22.1,0.0,1.0,9.9,No,No,0.0,E,16.666666666666668,68.0,1023.45,,2011,5,21
2011-05-22,Sydney,13.15,21.1,0.0,3.4,7.3,No,No,1.0,NE,16.666666666666668,69.0,1018.15,,2011,5,22
2011-05-23,Sydney,14.95,22.65,1.0,3.4,7.6,No,No,0.0,NW,31.0,59.0,1003.4,,2011,5,23
2011-05-24,Sydney,13.35,17.15,0.0,6.6,3.9,No,Yes,12.0,WNW,21.666666666666668,66.0,1005.05,,2011,5,24
2011-05-25,Sydney,11.7,14.05,12.0,1.4,1.8,Yes,Yes,9.4,SSW,44.333333333333336,70.5,1011.1,,2011,5,25
2011-05-26,Sydney,11.8,19.450000000000003,9.4,1.6,4.1,Yes,No,0.0,S,25.333333333333332,57.0,1015.85,,2011,5,26
2011-05-27,Sydney,9.65,17.25,0.0,2.4,7.2,No,No,0.0,W,22.0,65.5,1018.45,,2011,5,27
2011-05-28,Sydney,9.45,17.1,0.0,3.2,3.1,No,No,0.0,S,26.0,71.0,1023.15,,2011,5,28
2011-05-29,Sydney,10.7,16.85,0.0,0.6,0.0,No,Yes,36.0,S,22.666666666666668,79.5,1023.5,,2011,5,29
2011-05-30,Sydney,13.3,15.95,36.0,4.4,0.0,Yes,Yes,65.2,SSE,47.0,90.0,1019.45,,2011,5,30
2011-05-31,Sydney,15.899999999999999,19.75,65.2,,0.7,Yes,Yes,4.6,ESE,46.666666666666664,71.5,1019.4,,2011,5,31
2011-06-01,Sydney,17.4,19.85,4.6,4.6,0.7,Yes,Yes,2.6,ESE,37.666666666666664,64.0,1025.15,,2011,6,1
2011-06-02,Sydney,15.549999999999999,19.0,2.6,3.2,7.6,Yes,No,0.0,SE,22.333333333333332,74.0,1024.0,,2011,6,2
2011-06-03,Sydney,11.399999999999999,19.45,0.0,1.2,8.8,No,No,0.0,WNW,18.0,71.5,1017.2,,2011,6,3
2011-06-04,Sydney,12.2,18.5,0.0,2.8,2.5,No,Yes,1.4,SSW,15.0,67.5,1014.55,,2011,6,4
2011-06-05,Sydney,11.05,17.1,1.4,3.0,9.2,Yes,No,0.0,W,22.666666666666668,57.5,1015.45,,2011,6,5
2011-06-06,Sydney,10.75,16.35,0.0,2.0,7.4,No,No,0.0,NW,25.0,59.5,1016.1500000000001,,2011,6,6
2011-06-07,Sydney,7.8,14.5,0.0,4.0,7.3,No,No,0.0,W,25.333333333333332,54.5,1015.45,,2011,6,7
2011-06-08,Sydney,9.0,13.6,0.0,1.8,9.9,No,No,0.0,W,39.666666666666664,37.0,1013.85,,2011,6,8
2011-06-09,Sydney,8.6,15.799999999999999,0.0,3.6,9.9,No,No,0.0,W,34.666666666666664,47.0,1012.2,,2011,6,9
2011-06-10,Sydney,10.25,14.95,0.0,4.8,4.6,No,Yes,7.8,SW,35.333333333333336,59.0,1016.5,,2011,6,10
2011-06-11,Sydney,11.25,14.75,7.8,0.2,6.1,Yes,Yes,18.2,SSW,33.333333333333336,83.0,1024.5,,2011,6,11
2011-06-12,Sydney,12.6,15.5,18.2,4.8,0.3,Yes,Yes,23.4,SSE,40.0,78.0,1024.2,,2011,6,12
2011-06-13,Sydney,13.25,16.5,23.4,2.4,0.0,Yes,Yes,10.4,SE,29.0,77.0,1022.5,,2011,6,13
2011-06-14,Sydney,14.7,16.6,10.4,3.4,0.3,Yes,Yes,13.8,SSE,41.333333333333336,79.5,1020.55,,2011,6,14
2011-06-15,Sydney,14.7,17.9,13.8,6.0,0.2,Yes,Yes,4.2,ESE,44.666666666666664,74.0,1022.3499999999999,,2011,6,15
2011-06-16,Sydney,14.95,16.700000000000003,4.2,3.6,1.3,Yes,Yes,4.2,ESE,35.666666666666664,69.5,1019.0,,2011,6,16
2011-06-17,Sydney,9.1,16.9,4.2,1.4,9.5,Yes,No,0.0,W,39.333333333333336,61.0,1006.85,,2011,6,17
2011-06-18,Sydney,10.600000000000001,17.35,0.0,3.6,9.8,No,No,0.0,W,36.666666666666664,45.0,1010.7,,2011,6,18
2011-06-19,Sydney,9.4,18.049999999999997,0.0,2.8,9.7,No,No,0.0,W,19.333333333333332,54.0,1015.2,,2011,6,19
2011-06-20,Sydney,10.600000000000001,19.1,0.0,3.4,9.7,No,No,0.0,NW,22.666666666666668,51.0,1013.7,,2011,6,20
2011-06-21,Sydney,13.0,19.6,0.0,5.0,6.8,No,No,0.0,N,45.666666666666664,45.5,1002.95,,2011,6,21
2011-06-22,Sydney,10.399999999999999,16.0,0.0,4.6,9.2,No,No,0.0,WSW,34.333333333333336,38.5,1010.5,,2011,6,22
2011-06-23,Sydney,11.2,20.0,0.0,3.8,9.4,No,No,0.0,SW,22.666666666666668,47.5,1017.05,,2011,6,23
2011-06-24,Sydney,8.95,18.1,0.0,3.4,9.8,No,No,0.0,W,18.333333333333332,54.5,1025.7,,2011,6,24
2011-06-25,Sydney,8.75,18.9,0.0,2.4,9.5,No,No,0.0,W,17.333333333333332,66.0,1029.65,,2011,6,25
2011-06-26,Sydney,8.4,20.6,0.0,1.8,9.7,No,No,0.0,W,13.666666666666666,61.0,1025.05,,2011,6,26
2011-06-27,Sydney,8.95,19.55,0.0,2.6,9.6,No,No,0.0,SSE,26.0,58.5,1027.65,,2011,6,27
2011-06-28,Sydney,9.85,16.450000000000003,0.0,2.6,0.7,No,Yes,2.8,S,25.333333333333332,74.0,1033.4,,2011,6,28
2011-06-29,Sydney,12.85,16.3,2.8,2.0,2.6,Yes,No,0.4,ESE,22.0,80.5,1036.25,,2011,6,29
2011-06-30,Sydney,13.25,17.15,0.4,1.6,0.7,No,No,0.4,SSE,17.333333333333332,67.5,1036.35,,2011,6,30
2011-07-01,Sydney,11.55,16.4,0.4,2.6,1.9,No,Yes,2.6,SSE,24.0,79.0,1029.85,,2011,7,1
2011-07-02,Sydney,11.8,19.1,2.6,1.4,9.6,Yes,No,0.0,W,12.333333333333334,74.0,1024.6,,2011,7,2
2011-07-03,Sydney,9.35,20.25,0.0,3.0,8.1,No,No,0.2,N,25.333333333333332,66.5,1019.8,,2011,7,3
2011-07-04,Sydney,13.55,19.5,0.2,4.4,6.9,No,No,0.0,NW,34.666666666666664,52.5,1012.05,,2011,7,4
2011-07-05,Sydney,13.1,16.8,0.0,4.8,9.8,No,No,0.0,W,44.0,31.5,1006.8,,2011,7,5
2011-07-06,Sydney,11.95,17.3,0.0,5.6,9.4,No,No,0.0,NW,30.666666666666668,37.0,1008.8,,2011,7,6
2011-07-07,Sydney,12.5,16.8,0.0,5.4,10.0,No,No,0.0,W,48.0,36.5,1010.65,,2011,7,7
2011-07-08,Sydney,6.8,16.8,0.0,4.0,9.9,No,No,0.0,W,28.666666666666668,44.0,1020.3,,2011,7,8
2011-07-09,Sydney,7.75,16.7,0.0,4.0,10.0,No,No,0.0,WSW,32.666666666666664,40.5,1017.15,,2011,7,9
2011-07-10,Sydney,8.25,16.15,0.0,3.8,10.0,No,No,0.0,W,45.666666666666664,36.5,1012.35,,2011,7,10
2011-07-11,Sydney,10.45,17.6,0.0,4.0,10.0,No,No,0.0,SW,27.0,32.0,1017.85,,2011,7,11
2011-07-12,Sydney,8.2,18.7,0.0,3.2,9.4,No,No,0.0,W,26.0,43.5,1020.05,,2011,7,12
2011-07-13,Sydney,9.9,12.100000000000001,0.0,3.8,0.0,No,No,0.0,W,30.0,51.0,1017.35,,2011,7,13
2011-07-14,Sydney,9.6,15.1,0.0,2.8,9.9,No,No,0.8,S,28.333333333333332,45.5,1026.5500000000002,,2011,7,14
2011-07-15,Sydney,6.55,12.95,0.8,2.0,0.6,No,Yes,9.0,S,26.0,74.0,1033.5500000000002,,2011,7,15
